"t","x","y"
0.29887,0.0,0.23942791
0.29887,0.0,0.25218984
0.29887,0.0,0.26495177
0.29887,0.0,0.2777137
0.29887,0.0,0.2904756
0.29887,0.0,0.30323756
0.29887,0.0,0.31599948
0.29887,0.0,0.3287614
0.29887,0.0,0.34152335
0.29887,0.0,0.35428527
0.29887,0.0,0.3670472
0.29887,0.0,0.37980914
0.29887,0.0,0.39257106
0.29887,0.0,0.40533298
0.29887,0.0,0.4180949
0.29887,0.0,0.43085685
0.29887,0.0,0.44361877
0.29887,0.0,0.4563807
0.29887,0.0,0.46914265
0.29887,0.0,0.48190457
0.29887,0.0,0.4946665
0.29887,0.0,0.5074284
0.29887,0.0,0.52019036
0.29887,0.0,0.5329523
0.29887,0.0,0.5457142
0.29887,0.0,0.55847615
0.29887,0.0,0.57123804
0.29887,0.0,0.584
0.40027,0.0,0.0
0.40027,0.0,0.00599987
0.40027,0.0,0.01199974
0.40027,0.0,0.01799961
0.40027,0.0,0.02399948
0.40027,0.0,0.02999935
0.40027,0.0,0.03599922
0.40027,0.0,0.04199909
0.40027,0.0,0.04799896
0.40027,0.0,0.06076089
0.40027,0.0,0.07352282
0.40027,0.0,0.08628475
0.40027,0.0,0.09904668
0.40027,0.0,0.111808605
0.40027,0.0,0.12457053
0.40027,0.0,0.13733247
0.40027,0.0,0.15009439
0.40027,0.0,0.16285633
0.40027,0.0,0.17561826
0.40027,0.0,0.18838018
0.40027,0.0,0.20114212
0.40027,0.0,0.21390404
0.40027,0.0,0.22666597
0.40027,0.0,0.23942791
0.40027,0.0,0.25218984
0.40027,0.0,0.26495177
0.40027,0.0,0.2777137
0.40027,0.0,0.2904756
0.40027,0.0,0.30323756
0.40027,0.0,0.31599948
0.40027,0.0,0.3287614
0.40027,0.0,0.34152335
0.40027,0.0,0.35428527
0.40027,0.0,0.3670472
0.40027,0.0,0.37980914
0.40027,0.0,0.39257106
0.40027,0.0,0.40533298
0.40027,0.0,0.4180949
0.40027,0.0,0.43085685
0.40027,0.0,0.44361877
0.40027,0.0,0.4563807
0.40027,0.0,0.46914265
0.40027,0.0,0.48190457
0.40027,0.0,0.4946665
0.40027,0.0,0.5074284
0.40027,0.0,0.52019036
0.40027,0.0,0.5329523
0.40027,0.0,0.5457142
0.40027,0.0,0.55847615
0.40027,0.0,0.57123804
0.40027,0.0,0.584
0.50028,0.0,0.0
0.50028,0.0,0.00599987
0.50028,0.0,0.01199974
0.50028,0.0,0.01799961
0.50028,0.0,0.02399948
0.50028,0.0,0.02999935
0.50028,0.0,0.03599922
0.50028,0.0,0.04199909
0.50028,0.0,0.04799896
0.50028,0.0,0.06076089
0.50028,0.0,0.07352282
0.50028,0.0,0.08628475
0.50028,0.0,0.09904668
0.50028,0.0,0.111808605
0.50028,0.0,0.12457053
0.50028,0.0,0.13733247
0.50028,0.0,0.15009439
0.50028,0.0,0.16285633
0.50028,0.0,0.17561826
0.50028,0.0,0.18838018
0.50028,0.0,0.20114212
0.50028,0.0,0.21390404
0.50028,0.0,0.22666597
0.50028,0.0,0.23942791
0.50028,0.0,0.25218984
0.50028,0.0,0.26495177
0.50028,0.0,0.2777137
0.50028,0.0,0.2904756
0.50028,0.0,0.30323756
0.50028,0.0,0.31599948
0.50028,0.0,0.3287614
0.50028,0.0,0.34152335
0.50028,0.0,0.35428527
0.50028,0.0,0.3670472
0.50028,0.0,0.37980914
0.50028,0.0,0.39257106
0.50028,0.0,0.40533298
0.50028,0.0,0.4180949
0.50028,0.0,0.43085685
0.50028,0.0,0.44361877
0.50028,0.0,0.4563807
0.50028,0.0,0.46914265
0.50028,0.0,0.48190457
0.50028,0.0,0.4946665
0.50028,0.0,0.5074284
0.50028,0.0,0.52019036
0.50028,0.0,0.5329523
0.50028,0.0,0.5457142
0.50028,0.0,0.55847615
0.50028,0.0,0.57123804
0.50028,0.0,0.584
0.5997,0.0,0.0
0.5997,0.0,0.00599987
0.5997,0.0,0.01199974
0.5997,0.0,0.01799961
0.5997,0.0,0.02399948
0.5997,0.0,0.02999935
0.5997,0.0,0.03599922
0.5997,0.0,0.04199909
0.5997,0.0,0.04799896
0.5997,0.0,0.06076089
0.5997,0.0,0.07352282
0.5997,0.0,0.08628475
0.5997,0.0,0.09904668
0.5997,0.0,0.111808605
0.5997,0.0,0.12457053
0.5997,0.0,0.13733247
0.5997,0.0,0.15009439
0.5997,0.0,0.16285633
0.5997,0.0,0.17561826
0.5997,0.0,0.18838018
0.5997,0.0,0.20114212
0.5997,0.0,0.21390404
0.5997,0.0,0.22666597
0.5997,0.0,0.23942791
0.5997,0.0,0.25218984
0.5997,0.0,0.26495177
